Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1976,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,97,,live,,T,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,GH,,,250,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GH,,,1,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,7,,live,,P,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,147,,live,,T,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,,32,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,,610,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,GH,,,1,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,GH,,,100,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,,3,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GR,GH,,,10,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,GH,,,1,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,,390,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,GH,,,2,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LR,GH,,,8,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,GH,,,650,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,GH,,,244,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,GH,,,300,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SY,GH,,,5,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,942,1603,live,,,
1977,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,YU,GH,,,1,live,,,
1978,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,,1,,live,,Q,
1978,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,,1,,live,,,
1978,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CA,,,1,live,,Q,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,GH,,,30,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,GH,,,200,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,6,,live,,P,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,189,,live,,T,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,,76,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,2300,1092,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,GH,,,50,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,GH,,,4,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,GH,,,50,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,,53,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GR,GH,,,250,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IR,GH,,,10,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,GH,,,620,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,,67,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,GH,,,2,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,GH,,,540,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,GH,,,8,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,GH,,,100,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SY,GH,,,52,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TN,CH,GH,,1,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TW,GH,,,5,live,,,
1978,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,6480,6376,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,GH,,,20,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BG,GH,,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GH,,,2,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,3,,live,,P,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,95,,live,,T,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,,73,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,GH,,,400,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CY,GH,,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,3590,909,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,GH,,,2,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,GH,,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,GH,,,2,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,1,,live,,P,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,,230,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,DE,GH,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,GH,,,75,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IR,GH,,,50,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,GH,,,363,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,,250,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,GH,,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LR,GH,,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LY,GH,,,4,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,GH,,,1,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,FR,,,6,live,,T,C
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,GH,,,100,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,GH,,,6,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SY,GH,,,10,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TG,GH,,,10,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TW,GH,,,50,live,,,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,3753,,live,,T,
1979,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,,2110,live,,,
1980,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,VE,,2,,live,,T,
1980,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,2,,live,,P,
1980,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,63,,live,,T,
1980,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,CH,1808,,live,,T,
1980,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,326,,live,,T,
1980,III,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,2577,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CD,,,16,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,LR,,,100,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,CD,,,1,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,CM,,,2,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,SE,,100,,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,TG,,50,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,XX,,6,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,CD,,,3,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,CM,,15,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GB,UG,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,LR,,,130,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,DE,CM,,1,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,DE,TG,,5,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,DE,XX,,2,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CD,,167,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CD,,,7,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,1391,2113,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,DK,XX,,1,bodies,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,200,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,LR,,1714,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,LR,,,1184,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,,74,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TG,,1864,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,BJ,,1,,live,,P,C
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,CD,XX,1,,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,NG,XX,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,SN,,29,,live,,T,C
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,TG,,50,,live,,T,C
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DZ,CM,,,4,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,LR,,,3,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CD,,,1,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,,49,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,,52,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,DE,CM,,1,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,GB,,,1,live,,P,C
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AO,,3,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BE,CM,60,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BF,,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CM,,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,DE,CM,,7,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,DE,XX,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,EG,XX,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KW,XX,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,LR,,200,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,,9,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,CD,70,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,,10,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,RW,,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SA,,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SE,CD,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SG,MY,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,,1,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,XX,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZW,,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GR,CM,,,2,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CD,,,5,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CM,,,6,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CM,,,5,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,300,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,LR,,,65,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LY,CM,,,7,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,MQ,CM,,,1,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,LR,,,144,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,CM,,,4,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,CD,,,1,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,LR,,,2,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SN,CM,,,2,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,CM,,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TH,CD,,,2,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TN,CM,,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TN,CM,,,1,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TN,US,CM,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,AO,,6,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,CD,305,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,,526,,live,,T,C
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,,410,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,800,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,,7,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CH,CD,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CH,GH,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CH,NE,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CM,,,3,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CM,,1885,3500,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,FR,XX,,1,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,XX,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,450,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GN,,2,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KE,,4,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,300,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,,502,live,,,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ML,,5282,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NG,,3,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SA,NG,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,,1,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,,650,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,TG,,1520,,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,XX,NG,6,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,XX,,3,,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,YU,CM,,,5,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,DE,GH,,4,live,,T,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GB,NG,,1,live,,P,
1981,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GB,,,1,live,,P,C
1982,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,LK,,2,,live,,Z,
1982,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GY,XX,1,,live,,P,
1982,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,480,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,TZ,,,3,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,TG,,,110,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,TG,,,100,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,FR,CM,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BW,TZ,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,DE,XX,,7,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GB,XX,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GH,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,BE,,12,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,CM,,130,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,LR,,33,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,ML,,100,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,SN,,42,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,TG,,50,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,XX,,67,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,CD,,18,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,CM,,15,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,LR,,2,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,IT,,,1,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,XX,,272,,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,ZA,,,4,live,,T,C
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,LR,,,25,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CY,GB,,,1,live,,P,C
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,DE,LR,,2,live,,Z,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,AT,GH,32,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,AT,GH,,32,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CD,,599,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,1630,1765,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GB,HK,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GB,XX,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,2068,100,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,LR,,1535,1166,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,,1130,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TG,,,5,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TG,,130,70,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,GH,,,25,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,LR,,100,100,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,NG,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,TG,,199,180,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,CM,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,DE,XX,,4,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,GB,NG,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,GH,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CH,CD,,1,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,,31,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,LR,,,1,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,,,50,live,,B,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,,,245,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GA,TG,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AE,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BE,CD,2,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BE,CD,200,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CD,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CH,GA,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CI,XX,2,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CI,,100,,live,,T,
